ccn,validthru,key,pin,quota
3608-2800-5638-1428,Aug/2024,4995,337,1100
3608-2596-4005-1001,Jul/2024,3423,474,1000
3608-2588-4657-1603,Jun/2022,3328,531,1900
3608-2507-5890-1915,Jan/2023,2395,642,1200
3608-2800-5750-1668,Sep/2018,2783,868,1600
3608-1395-4005-1121,Apr/2023,6384,820,1300
3608-1395-5470-1838,Sep/2021,7045,490,1300
3608-1395-4038-1686,Oct/2018,6990,167,1500
3608-2067-4657-1189,Mar/2021,6993,671,1900
3608-2596-5458-1537,May/2024,7319,928,1400
3608-2588-5489-1623,Feb/2018,7998,489,1000
3608-2968-4994-1278,May/2023,2786,563,1800
3608-1682-5756-1024,Jun/2019,2411,209,1000
3608-1395-5988-1024,Jun/2020,5662,827,1600
3608-1333-4394-1839,Sep/2024,7174,720,1500
3608-1682-5634-1361,Feb/2019,5927,740,1000
3608-2507-4344-1900,Nov/2025,7219,617,1400
3608-1333-4711-1593,Oct/2021,2287,142,1100
3608-2800-4264-1056,May/2018,5017,176,1100
3608-2067-4318-1465,Mar/2024,5150,531,1700
3608-2067-5458-1163,Jun/2022,5704,166,1800
3608-1395-5030-1130,May/2019,7168,868,1700
3608-2800-5766-1435,Feb/2019,3750,662,1900
3608-1192-4657-1121,Sep/2025,6968,524,1100
3608-2968-5766-1189,Jan/2022,7677,261,1900
3608-1395-4329-1968,Feb/2022,2262,326,1200
3608-1192-5983-1306,May/2022,7250,261,1100
3608-1682-5407-1024,Jan/2022,2660,754,1100
3608-1721-5470-1274,May/2020,4459,362,1600
3608-1721-4711-1157,Aug/2018,4865,080,1800
3608-1333-5988-1054,Oct/2018,2732,642,1000
3608-1782-4994-1189,Dec/2025,5684,564,1700
3608-2968-5791-1900,Aug/2022,4318,018,1200
3608-1682-5632-1163,Jul/2020,2694,668,1700
3608-1333-4329-1189,Jul/2022,5601,505,1500
3608-2596-4856-1693,May/2024,6024,541,1000
3608-2588-5696-1009,May/2020,7288,279,1900
3608-2968-4951-1856,Sep/2022,3538,312,1100
3608-1395-5152-1055,Apr/2023,3646,161,1400
3608-1682-5470-1322,Sep/2023,2516,622,1000
3608-1333-5890-1614,Jun/2022,7690,421,1600
3608-2596-5458-1916,Jul/2018,7034,397,1400
3608-2588-4657-1474,Jan/2025,2076,551,1900
3608-1721-4445-1300,Jul/2020,1963,403,1200
3608-1395-5196-1032,Aug/2025,5441,285,1700
3608-1333-5638-1614,Jun/2024,7933,096,1900
3608-1395-5470-1673,Feb/2021,2853,923,1400
3608-2588-5983-1960,Jan/2020,2871,365,2000
3608-2067-5724-1157,Apr/2023,3579,330,1900
3608-2596-4318-1976,Sep/2022,2374,698,2000
3608-1395-5152-1052,Jul/2019,5964,445,1400
3608-2800-5745-1129,Dec/2019,7066,754,1800
3608-1333-5038-1163,Apr/2021,4727,098,1900
3608-1395-4523-1265,Apr/2021,6203,283,1900
3608-2596-4344-1518,Aug/2020,3130,810,1600
3608-2067-4344-1497,Feb/2025,6993,961,1300
3608-1395-5132-1717,Sep/2020,2468,007,1700
3608-2751-5756-1355,Oct/2024,7159,030,1600
3608-1721-4711-1916,Dec/2023,6443,168,1100
3608-1682-4318-1220,Feb/2023,5007,353,1500
3608-1682-4342-1255,Mar/2023,3732,112,1900
3608-2751-4264-1828,Jan/2023,4689,847,1600
3608-1721-5132-1245,Jun/2018,7884,406,1400
3608-2588-4668-1244,Oct/2018,6344,691,1500
3608-2507-4158-1623,Apr/2022,7627,597,1300
3608-2751-5983-1856,Apr/2020,7787,128,1100
3608-2588-5745-1614,Sep/2020,4158,290,1700
3608-2596-4994-1596,Mar/2018,7548,571,1700
3608-1395-5015-1198,Oct/2025,2703,694,1900
3608-1782-4160-1181,Aug/2021,3876,232,2000
3608-2751-4329-1014,Jan/2018,4398,373,1400
3608-1682-5132-1399,Jun/2018,4077,389,1700
3608-1395-4458-1181,Aug/2021,6218,147,1600
3608-2067-5634-1194,Apr/2018,5859,777,1000
3608-1682-4711-1038,Dec/2021,5535,867,1500
3608-2968-4158-1623,Apr/2024,3506,857,1500
3608-1682-5030-1794,Mar/2018,4309,675,1300
3608-1395-4318-1189,Oct/2022,7617,026,1100
3608-1333-4318-1892,Nov/2019,7224,107,2000
3608-2588-5791-1476,Nov/2020,8046,219,1600
3608-1782-5884-1244,Nov/2021,6372,342,1400
3608-2067-5132-1383,Nov/2021,6693,166,1500
3608-2067-5015-1244,Jan/2025,7305,938,1400
3608-1333-5196-1068,Apr/2018,3860,941,1200
3608-1721-4394-1215,Dec/2022,4749,176,1600
3608-1782-4458-1440,Jun/2022,2352,957,1800
3608-2751-5745-1157,Nov/2024,3936,867,2000
3608-1721-4005-1892,Nov/2019,5435,975,1900
3608-2968-4038-1399,Aug/2025,3208,472,1800
3608-1682-5407-1572,Jul/2025,7644,959,1900
3608-1682-5152-1361,Jun/2019,4923,383,1100
3608-2596-4342-1795,May/2022,2691,582,1400
3608-1333-5394-1163,Jul/2024,3420,583,1400
3608-1721-5988-1094,May/2021,6169,179,1200
3608-1782-4523-1475,Oct/2024,2469,957,1500
3608-2800-4580-1983,Feb/2022,7605,441,1100
3608-1682-4264-1064,Jun/2025,4942,718,2000
3608-2588-4383-1163,Aug/2020,2046,407,1100
3608-1333-5756-1682,Apr/2019,7416,401,1600
3608-1192-5890-1163,Jul/2022,3928,258,1500
3608-2800-4264-1617,Aug/2019,6460,106,1100
3608-1721-4354-1900,May/2024,7754,929,1600
3608-2181-5756-1109,Mar/2022,5361,699,1600
3608-2968-5015-1900,Dec/2023,6224,771,1900
3608-1782-4711-1215,Oct/2019,5763,757,1100
3608-2067-4445-1617,Apr/2023,6234,925,1700
3608-2596-5766-1744,Jan/2025,6902,892,1100
3608-2751-5750-1383,Nov/2022,2759,202,1400
3608-1192-5983-1614,Jan/2023,2999,810,1000
3608-1333-4318-1629,May/2020,5211,036,1700
3608-2751-5015-1190,Jul/2024,4647,784,1900
3608-2067-4158-1597,Oct/2022,6632,991,1600
3608-2067-5489-1428,Sep/2019,5162,448,1600
3608-1192-5634-1617,Apr/2019,7877,307,1800
3608-1395-5696-1717,May/2018,3002,854,1600
3608-1721-4344-1274,May/2024,7934,254,1900
3608-2507-4458-1804,Jul/2018,5396,659,2000
3608-2596-5791-1916,Nov/2020,6335,459,1400
3608-1682-5988-1214,Jun/2019,5055,187,1700
3608-1782-4236-1693,Oct/2019,3392,812,2000
3608-1395-5459-1038,Apr/2022,7117,688,1200
3608-1721-5551-1856,Apr/2022,4706,718,1500
3608-2596-4236-1306,Jun/2019,3277,488,1400
3608-1721-4445-1163,Aug/2020,6914,838,1200
3608-1721-5890-1185,May/2023,2333,991,1200
3608-2067-4394-1157,Dec/2019,6870,039,1000
3608-2968-5750-1055,Jan/2021,5489,504,2000
3608-2588-4445-1804,Oct/2024,3820,693,1000
3608-1192-5696-1983,Feb/2019,6100,113,1300
3608-2181-5030-1744,Dec/2018,6676,389,2000
3608-1782-4236-1399,Apr/2024,2897,555,1100
3608-2067-4951-1980,Apr/2024,5792,112,1900
3608-2507-4383-1856,Aug/2023,3047,383,1800
3608-1721-5152-1355,Feb/2022,6933,667,1500
3608-2800-5152-1637,Jan/2023,6612,342,1500
3608-2751-5038-1064,Sep/2023,5165,534,1900
3608-2181-4994-1185,Mar/2020,6993,783,1300
3608-1782-5988-1128,Aug/2023,3829,160,1700
3608-1192-4383-1593,Jan/2023,5614,109,2000
3608-2968-5696-1558,Mar/2023,3204,587,1600
3608-1395-4523-1744,Dec/2018,4352,081,1700
3608-2800-5489-1215,Apr/2020,3547,105,1600
3608-2968-4657-1188,Apr/2022,6616,462,1700
3608-2800-4264-1134,Nov/2020,4301,914,1100
3608-2067-5750-1597,Dec/2021,6231,318,1600
3608-2507-4329-1052,Jan/2022,3112,125,1500
3608-2181-5983-1274,Mar/2022,5607,326,2000
3608-1333-5632-1614,Oct/2022,3959,919,1400
3608-1333-4236-1892,Feb/2020,6601,486,1600
3608-2751-4288-1377,Oct/2019,4190,890,1100
3608-1721-4158-1629,Feb/2023,3203,759,1700
3608-2968-5038-1140,Dec/2025,2812,088,1800
3608-2181-4951-1355,Nov/2020,3950,221,1400
3608-2588-4236-1024,Feb/2019,5955,023,1800
3608-1333-5638-1194,Jan/2019,6089,732,1100
3608-2800-4236-1053,Jan/2022,4457,001,1400
3608-1192-5632-1537,Jul/2025,5669,533,1400
3608-1782-5890-1109,Jun/2025,4107,629,1000
3608-2800-4458-1596,Mar/2025,2047,288,1800
3608-2588-5152-1804,Feb/2023,5697,842,1600
3608-2181-4038-1245,May/2018,6691,091,1300
3608-1782-5632-1407,May/2018,7610,483,1700
3608-2588-5394-1300,Aug/2022,3950,860,1200
3608-2588-4342-1064,May/2019,3530,300,1400
3608-1333-4318-1244,Sep/2023,3666,820,1800
3608-2800-5756-1935,Apr/2025,7335,661,1000
3608-1782-4657-1572,Apr/2021,6299,882,1300
3608-1192-4344-1660,May/2020,4441,383,1000
3608-2751-5551-1292,Nov/2020,5853,890,1200
3608-2588-4445-1856,Jul/2020,3315,038,1200
3608-2751-5333-1693,Apr/2021,5634,189,1100
3608-2751-4445-1686,Nov/2025,6576,397,1300
3608-2588-4951-1278,Jul/2020,6631,669,1400
3608-1682-4668-1215,Aug/2025,4047,724,1100
3608-2067-4038-1428,Feb/2020,6276,530,1200
3608-2800-5766-1476,Feb/2018,7540,694,1200
3608-2751-4288-1009,Jun/2019,4853,431,1500
3608-1395-5458-1274,Mar/2019,6195,099,1600
3608-1333-5333-1686,Jun/2020,3896,060,1500
3608-2507-5030-1935,Dec/2024,2962,337,1400
3608-2588-4342-1351,Nov/2023,7649,634,1300
3608-2800-4458-1383,May/2021,3501,903,1000
3608-2181-4160-1558,Jan/2021,3078,198,1600
3608-2067-5196-1646,May/2024,5386,362,1100
3608-2588-4657-1589,Apr/2019,3213,014,1800
3608-2181-5691-1182,Jan/2023,5707,184,1900
3608-2751-4580-1265,Dec/2022,6045,657,1600
3608-2588-4354-1631,Jan/2025,3970,786,1400
3608-1333-5632-1983,Oct/2018,6614,008,1400
3608-1782-4288-1693,Oct/2021,5064,589,1200
3608-2067-4994-1435,Feb/2024,4025,120,1500
3608-2588-5638-1572,Jul/2022,4669,992,1300
3608-1782-4005-1052,Nov/2023,5142,350,1200
3608-2751-5756-1613,Oct/2024,3992,076,1200
3608-1721-4657-1828,Feb/2024,5175,847,1700
3608-2588-5983-1157,Oct/2023,7323,327,1100
3608-2507-5632-1839,Jun/2019,6872,683,1400
3608-1333-4344-1189,Mar/2023,2524,127,1400
3608-1682-5791-1056,Oct/2023,5691,905,1800
3608-1192-5750-1032,Aug/2020,6199,015,1900
3608-2968-5132-1300,Sep/2021,5565,635,1600
3608-1782-5551-1856,Mar/2024,5194,878,1400
3608-2067-4668-1673,Sep/2021,2447,536,1300
3608-2181-5750-1014,Aug/2023,6755,904,2000
3608-1192-4236-1056,Jun/2019,7890,751,1600
3608-1782-5394-1583,Jan/2018,7827,682,1500
3608-1395-5394-1839,Dec/2023,7869,341,1700
3608-2596-5766-1322,Oct/2018,4601,429,1100
3608-2596-5132-1054,Feb/2025,6727,666,1700
3608-1721-4657-1198,Jan/2019,7278,516,1000
3608-1682-4160-1055,Nov/2018,4647,528,1400
3608-1721-4158-1744,Oct/2024,7089,451,1800
3608-2968-4523-1603,Dec/2025,5807,750,1900
3608-2800-5988-1190,May/2022,6592,738,1500
3608-1682-4318-1931,Sep/2019,7531,440,1800
3608-1721-5551-1983,Oct/2021,5985,637,1500
3608-1782-5470-1614,Apr/2020,7667,801,1200
3608-2751-4354-1292,May/2018,5994,747,1100
3608-1682-4383-1603,Jul/2023,6081,825,1500
3608-2751-5489-1129,Apr/2020,6296,349,1000
3608-1721-4342-1094,Dec/2018,2343,916,1700
3608-2968-4329-1109,May/2020,4319,056,1600
3608-2588-4394-1140,Jul/2020,7974,483,1600
3608-2181-4264-1999,Apr/2025,5853,606,1600
3608-2968-4038-1292,Sep/2025,5262,372,1000
3608-1682-5038-1465,Aug/2024,3632,698,1300
3608-2751-5983-1394,Apr/2025,6977,960,1400
3608-2800-4236-1596,Jul/2023,3995,620,1200
3608-2596-4329-1322,Apr/2019,6455,761,1200
3608-2751-5745-1344,Jan/2018,6752,298,1400
3608-1395-5890-1306,Oct/2022,2926,604,2000
3608-1192-5890-1983,Aug/2018,4071,612,1200
3608-2968-4668-1839,May/2024,6851,206,1000
3608-1333-5551-1014,Feb/2023,6587,867,1800
3608-2596-4344-1804,Jul/2019,4019,596,2000
3608-1192-4354-1804,Jul/2019,7000,737,1100
3608-2800-5638-1055,Mar/2022,3002,100,1500
3608-2751-4394-1130,Oct/2025,3173,054,1500
3608-1782-5394-1614,Sep/2021,5068,037,1000
3608-2181-4329-1056,Aug/2018,6805,817,1100
3608-1682-5988-1344,Aug/2023,7672,487,1500
3608-2800-5038-1686,Dec/2023,7259,954,1900
3608-1333-4383-1361,Oct/2023,2207,279,1500
3608-1682-4445-1717,Nov/2019,4013,900,1700
3608-1682-4236-1804,Aug/2020,7583,806,1200
3608-1333-5884-1603,Jan/2024,3512,960,1200
3608-1395-5638-1980,Mar/2024,7598,447,1800
3608-1333-4288-1794,Nov/2019,2233,501,1500
3608-2588-5470-1215,Jul/2025,4030,468,1400
3608-2067-4657-1623,Feb/2018,4568,971,1400
3608-2507-5458-1024,Dec/2018,4523,353,1900
3608-1782-5884-1613,Sep/2023,4314,896,1000
3608-2507-5634-1128,Oct/2025,3185,000,1400
3608-2181-5983-1583,Jan/2022,6945,889,1900
3608-2968-4383-1475,Sep/2018,5226,237,1700
3608-1192-4038-1518,Oct/2019,5561,579,1400
3608-2968-5756-1476,Dec/2023,5394,896,1300
3608-2968-4344-1377,Mar/2024,4865,082,1000
3608-1395-5551-1856,Oct/2020,2021,712,1000
3608-1782-5724-1497,Oct/2025,3095,187,2000
3608-2181-5696-1572,Nov/2018,6824,090,2000
3608-2588-5196-1198,May/2025,2325,253,1900
3608-2800-4580-1032,Oct/2019,3944,364,1200
3608-1782-5890-1686,Dec/2024,2811,752,1100
3608-1333-4344-1129,Dec/2020,7716,923,1800
3608-1192-5791-1377,Mar/2020,7772,389,1100
3608-1721-5632-1399,May/2022,7490,236,1800
3608-2596-4288-1583,May/2022,4433,085,1700
3608-1192-5551-1761,Apr/2025,3253,662,1100
3608-2968-5791-1892,Oct/2023,7386,808,1000
3608-2067-5745-1220,May/2024,7871,567,1800
3608-2181-5407-1244,Aug/2025,7973,313,2000
3608-2067-4329-1537,Sep/2025,2092,978,1600
3608-2751-4668-1682,Mar/2019,6088,676,1000
3608-2800-4318-1980,Aug/2018,4876,915,1500
3608-2588-4354-1001,Oct/2022,6908,681,1800
3608-1782-4523-1497,Nov/2024,3600,010,1900
3608-1782-5459-1032,Aug/2019,7036,683,1400
3608-2507-5696-1024,Oct/2022,3667,710,1200
3608-1721-5470-1109,Aug/2021,2938,075,2000
3608-2800-5638-1265,Nov/2022,7754,663,1800
3608-1782-5884-1936,Mar/2021,3096,678,1900
3608-1395-5458-1614,Sep/2022,3596,417,1800
3608-2181-5407-1613,May/2023,6131,277,1300
3608-2181-5988-1134,Sep/2020,5379,710,2000
3608-2596-4354-1054,Mar/2025,4786,183,1000
3608-2800-5884-1745,Oct/2025,4861,466,1200
3608-1192-4329-1383,Sep/2018,5173,187,1500
3608-1333-5030-1306,Sep/2025,4445,426,1800
3608-2588-4288-1693,Mar/2021,7629,519,1300
3608-2751-5551-1300,Jan/2018,5818,398,1200
3608-1192-4160-1794,Oct/2018,7679,439,1300
3608-2968-5691-1705,Jul/2025,2691,363,1700
3608-2507-5632-1976,Jul/2024,3581,258,1600
3608-2067-5691-1038,May/2019,5833,678,2000
3608-2751-4160-1603,Aug/2025,2771,056,1400
3608-1192-5634-1255,Feb/2018,7081,215,1100
3608-2751-4458-1194,May/2022,5197,846,1500
3608-2968-5983-1839,Apr/2018,6972,049,1200
3608-2588-5489-1194,Jan/2020,2221,006,1200
3608-2507-4668-1361,Nov/2019,7713,809,2000
3608-1782-5038-1623,Dec/2024,7123,199,2000
3608-2588-5724-1999,Feb/2018,6289,403,1600
3608-2800-4005-1629,Apr/2021,2226,073,1200
3608-2067-4523-1383,Oct/2019,6260,415,1400
3608-1682-4580-1094,Jan/2021,2663,279,1700
3608-1192-4657-1181,Aug/2021,2755,737,1500
3608-2800-5038-1278,May/2023,2334,277,1900
3608-1395-5489-1745,Jan/2025,3929,775,1300
3608-1682-4158-1617,Mar/2020,4651,270,1100
3608-1395-5038-1673,Jan/2020,3871,136,1100
3608-2800-4288-1935,Jun/2018,5863,095,1300
3608-1782-5691-1181,Sep/2025,5337,733,1400
3608-1721-4236-1383,May/2023,5145,133,1000
3608-2181-4711-1440,Oct/2020,3908,306,1100
3608-1721-4318-1278,Jul/2025,6699,985,1300
3608-2800-4394-1194,May/2025,2760,518,1800
3608-1333-5745-1306,Mar/2023,7221,369,1900
3608-1721-5791-1583,Apr/2019,6085,945,1500
3608-2751-5745-1686,Jun/2020,7204,583,1200
3608-1682-4383-1383,May/2020,7738,438,1500
3608-2588-5333-1761,Sep/2023,2179,500,2000
3608-2800-4160-1214,Feb/2025,6859,656,1300
3608-2181-4523-1361,Dec/2018,5002,803,1700
3608-1333-4711-1344,Apr/2025,4392,760,1300
3608-1192-5890-1292,Feb/2023,2473,145,1800
3608-1682-4394-1475,Aug/2019,4093,488,1200
3608-1782-5459-1646,Apr/2019,7716,380,1300
3608-1721-4160-1064,Mar/2018,4262,680,1700
3608-1721-5634-1190,Apr/2025,2835,631,1300
3608-2596-5030-1383,Jul/2024,3776,626,1500
3608-1333-4038-1381,May/2024,7185,806,1400
3608-1782-4458-1399,Jan/2020,7628,792,1000
3608-2800-4856-1931,May/2023,6795,199,1500
3608-2181-5890-1572,Dec/2019,7568,354,1900
3608-1333-4264-1745,May/2025,5032,007,1500
3608-1192-4354-1214,May/2025,7364,512,1200
3608-1333-5458-1140,Feb/2019,6548,658,1300
3608-2507-5745-1182,Jul/2019,7326,307,1300
3608-2800-4394-1038,Jun/2023,7551,009,1500
3608-2596-5766-1614,Dec/2019,2298,451,2000
3608-1192-5745-1189,Nov/2025,4444,076,1100
3608-2968-4158-1014,Oct/2023,6361,704,1600
3608-1333-4458-1537,Apr/2019,7371,008,1100
3608-1721-4668-1915,Aug/2025,2253,476,1600
3608-2596-4318-1673,Mar/2023,6477,021,1900
3608-1782-5196-1744,Aug/2025,6914,565,1600
3608-2067-4668-1583,Jan/2018,4212,976,2000
3608-1782-4038-1322,Jan/2018,6633,127,1200
3608-2968-5791-1465,Feb/2023,3242,305,1400
3608-1395-5038-1189,Feb/2023,6469,518,1300
3608-2588-5038-1693,Dec/2022,4557,827,1600
3608-2067-4344-1001,Jan/2019,4175,309,2000
3608-2800-4383-1157,Aug/2021,6585,887,2000
3608-2968-5696-1717,Oct/2022,2367,193,1700
3608-2968-4580-1668,Feb/2021,5502,854,1700
3608-2596-5038-1614,Jun/2021,5111,118,2000
3608-2751-4038-1190,Aug/2025,4872,947,2000
3608-1721-5745-1673,Jun/2021,6892,883,1200
3608-1682-4394-1181,Mar/2023,7860,731,2000
3608-1192-4523-1968,Dec/2024,4369,814,1700
3608-2507-5791-1220,Jan/2020,3447,775,1700
3608-2588-4458-1274,Feb/2023,2747,194,1900
3608-2067-4657-1474,Dec/2018,4370,171,1800
3608-1192-4005-1583,Jun/2021,7269,819,1100
3608-1192-5983-1265,Nov/2024,2651,136,1600
3608-2507-4856-1999,Jan/2023,4354,558,1100
3608-2588-5750-1215,Jan/2018,5149,204,1600
3608-2181-4657-1190,Nov/2024,5043,395,1000
3608-1782-5407-1055,Aug/2025,5724,022,1400
3608-2800-4445-1682,Nov/2022,7971,418,1400
3608-1682-4236-1278,Sep/2024,3846,727,1200
3608-1682-4344-1999,Mar/2019,7122,884,1400
3608-2968-5750-1999,Apr/2025,2257,571,1000
3608-2800-5458-1983,Sep/2019,2213,339,1800
3608-1782-4158-1407,May/2019,6977,653,1600
3608-1682-4344-1355,May/2023,7091,471,1800
3608-2181-4657-1839,Mar/2019,2840,533,1600
3608-2181-4342-1216,Sep/2019,2970,712,1800
3608-1782-5196-1603,Jun/2020,5408,903,1200
3608-2181-5394-1761,May/2018,7227,747,1300
3608-1721-5470-1054,Apr/2019,6454,615,1600
3608-1395-5750-1217,Mar/2023,4591,731,1900
3608-2800-5696-1140,Oct/2021,2317,054,1400
3608-2181-4383-1301,Dec/2022,7617,322,2000
3608-2588-5132-1837,Apr/2024,4243,589,1400
3608-1721-5884-1381,Jul/2022,6569,349,1600
3608-1192-4038-1440,May/2019,7300,878,1100
3608-1721-4711-1198,Jun/2023,7080,799,1300
3608-2968-4038-1537,Sep/2020,4281,619,1800
3608-1192-4523-1596,Sep/2023,7073,843,1400
3608-1782-4383-1593,Sep/2018,3060,230,1700
3608-2507-5791-1476,Oct/2020,7100,515,1900
3608-2800-4344-1475,Dec/2020,7424,193,1700
3608-2596-4951-1244,Jan/2025,4431,173,1100
3608-2067-5459-1660,Aug/2020,5390,855,1500
3608-1782-5632-1157,Oct/2018,2877,615,2000
3608-2800-5750-1795,Oct/2020,4235,042,1300
3608-1333-5038-1440,Nov/2021,7164,997,1200
3608-1192-5030-1475,Nov/2019,3836,555,1600
3608-1782-4005-1245,May/2022,8028,836,1000
3608-1721-4445-1245,Nov/2019,3615,769,1000
3608-2507-5196-1794,Aug/2025,3793,863,1600
3608-2181-4038-1613,Feb/2023,2252,640,1000
3608-2588-5152-1983,Feb/2020,4812,359,1900
3608-2588-4354-1673,Jan/2019,5452,021,2000
3608-2751-5196-1983,May/2019,1996,485,1900
3608-2751-4038-1355,Jan/2019,7362,714,1200
3608-2751-5030-1617,Jan/2023,3138,267,1300
3608-1192-5696-1960,Feb/2025,7646,559,1000
3608-2968-5691-1465,Jul/2020,7085,958,1900
3608-1333-4005-1428,May/2021,2150,400,1700
3608-2968-5632-1976,Jul/2024,5461,541,1600
3608-1782-4711-1613,May/2022,5907,225,1600
3608-1721-4458-1255,Aug/2020,4113,944,1400
3608-2588-5884-1300,Aug/2022,4456,294,1500
3608-1682-5152-1705,Jan/2019,5264,897,1000
3608-2968-4523-1428,Mar/2018,5075,277,1900
3608-2067-4445-1537,Jan/2020,3558,868,1800
3608-2507-4394-1301,Jul/2025,2408,055,1300
3608-2968-5632-1900,Jan/2019,2789,380,1800
3608-2067-4394-1130,Dec/2020,4544,777,1000
3608-2067-5394-1037,Apr/2022,2348,574,1500
3608-2588-4160-1623,Aug/2021,7500,495,1800
3608-2507-5890-1537,Jul/2023,4145,721,1300
3608-2800-5750-1181,Jul/2018,6630,598,1500
3608-1333-5884-1960,Oct/2025,3862,073,1200
3608-2181-5766-1983,Apr/2025,5001,116,1500
3608-2067-4236-1274,Jun/2021,2610,973,1600
3608-2596-5489-1572,Feb/2025,7297,556,1100
3608-2800-4383-1182,Jul/2025,7900,515,1600
3608-2181-4236-1054,Sep/2018,3622,907,1500
3608-1721-5489-1216,Jun/2024,4841,282,1800
3608-2800-5884-1428,Mar/2019,7375,118,2000
3608-2596-4160-1032,Jul/2025,7512,133,1500
3608-2507-4160-1094,Aug/2023,5418,893,1500
3608-2067-5756-1053,Mar/2020,3720,798,2000
3608-2067-5489-1828,Jun/2019,2455,476,1100
3608-2751-4668-1055,Jul/2022,5894,324,1900
3608-2751-4668-1761,Oct/2022,4244,672,2000
3608-2751-5745-1399,May/2019,3853,342,1700
3608-2968-4668-1399,Dec/2018,5291,789,1300
3608-1682-4445-1745,Jun/2024,3924,673,1700
3608-2968-4288-1255,Jun/2019,3920,453,1500
3608-1721-5196-1474,Aug/2018,6117,495,2000
3608-2507-4580-1931,Sep/2022,3881,434,1600
3608-2588-5988-1215,Sep/2023,7554,771,1600
3608-2067-4994-1301,Aug/2018,7351,149,1900
3608-2067-5333-1052,Feb/2021,5191,442,1700
3608-1682-4288-1597,Oct/2019,7549,668,1100
3608-1721-4158-1109,Sep/2024,6417,172,1200
3608-1782-5988-1300,Jan/2018,6454,667,1800
3608-2067-4994-1214,Sep/2019,6195,638,1500
3608-1395-5638-1745,Apr/2018,4545,255,1300
3608-2751-4288-1705,Feb/2022,2658,796,1100
3608-1192-4318-1900,Feb/2018,3029,131,1800
3608-2751-4383-1673,Aug/2022,7761,257,1700
3608-2588-5132-1583,Aug/2024,7539,332,1400
3608-1682-4329-1037,Jun/2019,6562,162,1500
3608-2596-5724-1465,Jun/2022,6453,531,1100
3608-1782-4383-1745,Feb/2022,3659,818,1200
3608-2800-5884-1960,Mar/2024,4616,031,1800
3608-2067-4994-1064,Sep/2020,5992,399,1400
3608-2588-4668-1064,Jan/2025,4943,532,1500
3608-1333-5015-1140,Nov/2020,3636,672,2000
3608-2588-5766-1032,Nov/2019,5882,680,1700
3608-1192-4318-1181,Mar/2018,4096,977,1000
3608-1192-5030-1056,Aug/2024,2430,793,1300
3608-1721-5632-1185,Mar/2018,3512,803,1600
3608-1682-5551-1915,Feb/2023,7145,195,1500
3608-2968-4329-1828,Jun/2018,5351,444,1800
3608-2800-4005-1216,Aug/2023,3897,445,1400
3608-1192-5988-1976,Jan/2019,5628,808,2000
3608-2588-5038-1394,Jul/2024,2179,826,1600
3608-1192-4329-1038,Mar/2022,4911,866,1700
3608-2596-4657-1428,Jul/2024,7166,519,1200
3608-1395-4523-1980,Sep/2023,7328,796,1100
3608-2588-5196-1761,Jan/2018,2312,872,1400
3608-2596-5634-1361,Apr/2024,3174,001,1300
3608-1395-4668-1646,Mar/2021,3569,828,1100
3608-1782-5750-1052,Oct/2022,6793,584,1100
3608-1682-4951-1435,Oct/2025,4730,682,1900
3608-1333-4657-1377,Oct/2024,7524,327,1200
3608-1192-5038-1442,Jun/2021,7369,121,1300
3608-2596-4329-1442,Jan/2025,3010,503,1800
3608-2067-4580-1181,Dec/2020,2479,344,1100
3608-1192-4856-1383,May/2025,2396,808,1300
3608-2507-5030-1597,Feb/2019,4999,287,1000
3608-2067-4383-1361,Nov/2020,3383,808,1900
3608-2507-5745-1292,Oct/2021,3638,393,1900
3608-2507-5394-1804,Jan/2024,5222,111,1800
3608-2596-5756-1631,Jan/2019,4771,058,1600
3608-1395-4711-1215,Aug/2021,4285,401,1500
3608-2588-5766-1821,Feb/2019,7617,750,1000
3608-1721-5459-1355,Mar/2018,5563,799,2000
3608-2800-4445-1936,Mar/2025,5497,761,1900
3608-2800-5551-1190,May/2022,4344,062,1100
3608-2596-4668-1189,Mar/2023,2602,785,1500
3608-2588-4580-1936,Sep/2018,6589,563,1200
3608-1192-5745-1188,May/2020,7574,984,1300
3608-2181-4580-1745,Oct/2019,4165,915,1100
3608-2800-4344-1190,Oct/2025,3438,066,1500
3608-1782-4523-1999,Sep/2023,4802,432,1600
3608-2751-4329-1217,Jun/2023,6950,453,1000
3608-1192-4344-1761,Oct/2022,6349,395,1200
3608-1395-5489-1274,Jul/2018,5621,886,1200
3608-2968-5634-1134,Dec/2020,7466,462,1400
3608-2968-4005-1660,Aug/2019,6126,661,1700
3608-2968-4383-1214,Jun/2020,5547,336,1500
3608-1333-4856-1306,Jun/2022,5607,976,1200
3608-2968-5766-1383,Mar/2021,3220,489,1700
3608-2968-4236-1931,May/2021,3292,349,1500
3608-2588-5394-1014,Feb/2018,2063,292,2000
3608-2968-5030-1377,Nov/2022,7510,453,1700
3608-2596-4318-1399,Dec/2018,2906,933,1600
3608-2800-4445-1351,Apr/2024,2476,193,1200
3608-2588-4394-1068,Sep/2024,7219,298,1300
3608-1192-5696-1140,Nov/2025,5140,227,1200
3608-1395-4318-1217,Oct/2018,5656,260,1800
3608-2067-5988-1121,Jun/2019,5682,189,1000
3608-2588-4236-1597,Oct/2019,6496,734,1000
